"id","type_1","type_2","type_3","heroId","heroName","eName","cName","rCD","gradient","updateId","wikiId","skinNum","heroVote","tagType","tagText","qqBanTimes","qqBanRate","qqPickTimes","qqPickRate","qqWinTimes","qqWinRate","qqScore","wxBanTimes","wxBanRate","wxPickTimes","wxPickRate","wxWinTimes","wxWinRate","wxScore","allBanTimes","allBanRate","allPickTimes","allPickRate","allWinTimes","allWinRate","allExpectRate","allScore","allScore_ex","avgScore","avgQQFightPower","pickTimes_w","pickTimes_m","skillId_1","skillPickTimes_1","skillPickRate_1","skillId_2","skillPickTimes_2","skillPickRate_2","killCnt","deadCnt","assistCnt","hurtTransRate","totalHurtCnt","totalHeroHurtCnt","totalBehurtCnt","totalBeheroHurtCnt","behurtPerDeath","equipmentMoney","equipmentMoneyMin","joinGamePercent","heroLevel","towerCnt","maxTower","kdaScore","monsterCoin","killSoldier","buildingDamage","ctrlTime","healCnt","winMvpTimes","winMvpRate","loseMvpTimes","loseMvpRate","allMvpRate","evaluateSilverTimes","evaluateSilverRate","evaluateGoldTimes","evaluateGoldRate","allBrandRate","adaptationRate","usedtime","trend","isUp","oldIndex","newIndex","changeValue","onlineTime","adjustmentTime","skinTime","updateTime"
"98","2",,,"523","西施","xī_shī","xs","99","1","366427664",,"1","0.1667",,,"188","0.0104201","3252","0.180246","1731","0.532288","63.9661","221","0.0167716","2235","0.169614","1204","0.538702","62.9543","409","0.013101","5487","0.175758","2935","0.534901","0.0763525","63.4602","809118","75.0722","12779","24260",,"80115","22115","0.933792","1423","7151","0.301947","2.24","2.7784","8.1188","1.25863","197114","73756.6","46916.1","42711.3","18233","8504.87","589.22","0.631884","13.6971","0.1183","0.0292","7.91401","375.914","28.9149","974.668","21.5238","6652.41","359","0.065427","458","0.08347","0.148897","801","0.145981","416","0.075816","0.221797","0.00826446","877.373","2","2","23","23","0.00462765","24/9/2019 00:00:00","25/4/2024 00:00:00","26/10/2023 00:00:00","11/8/2024 00:30:03"
"100","3",,,"155","艾琳","ài_lín","al","99","4","506234759","23924606","1","0.1667",,,"3","0.000166279","255","0.0141337","97","0.380392","21.8671","3","0.000227669","381","0.028914","173","0.454068","28.5147","6","0.000192191","636","0.0203722","270","0.424528","0.00726228","25.1909","277780","35.7109","11058","2765",,"80115","1356","0.51954","1136","1878","0.71954","4.0865","3.7123","4.6824","1.2544","396982","91126.6","65978.4","55677.9","17988.2","11216.3","771.151","0.577978","14.0314","1.2296","0.4513","4.98835","1058.35","42.5708","11330.4","2.80503","4915.87","53","0.083333","64","0.100629","0.183962","45","0.070755","24","0.037736","0.108491","0","855.476","0","2","107","109","-0.00246191","1/1/1999 00:00:00","28/3/2024 00:00:00","6/4/2022 00:00:00","11/8/2024 00:30:03"
"102","5",,,"525","鲁班大师","lǔ_bān_dà_shī","鲁大|鲁七|班爹|鲁班大叔|lbds","99","3.5","380037402","25240225","1","0.5",,,"24","0.00133023","739","0.04096","373","0.504736","33.5951","34","0.00258025","511","0.0387797","231","0.452055","30.6812","58","0.00185784","1250","0.0400397","604","0.4832","0.0317817","32.1381","344360","95.0166","10770","6302",,"80115","5981","0.990724","1423","1723","0.285407","0.9616","2.74","10.9256","0.62704","63794.8","30470.4","104875","92687.6","41217.3","7524.5","523.079","0.735344","13.4224","0.144","0.0416","9.38327","282.351","6.112","1540.96","19.9624","5231.55","67","0.0536","47","0.0376","0.0912","164","0.1312","95","0.076","0.2072","0.0247934","868.759","0","7","79","87","0.000544781","28/11/2019 00:00:00",,"17/8/2022 00:00:00","11/8/2024 00:30:03"
"103","3",,,"524","蒙犽","méng_yà","萌芽|my","99","0.5","389510186",,"1","0.2",,,"242","0.0134131","3489","0.193382","1796","0.514761","66.0911","245","0.018593","2527","0.191774","1340","0.530273","67.1925","487","0.0155995","6016","0.192703","3136","0.521277","0.0178179","66.6418","876140","43.759","13184","28200",,"80115","24078","0.8623","1425","4652","0.166601","3.7877","3.1769","5.5949","1.20447","463148","91433","67055.7","56827.5","22311.8","11386.7","803.295","0.618254","14.1351","1.5391","0.5444","6.48368","1271.48","47.7967","14358.6","1.61536","29885.2","852","0.141622","574","0.095412","0.237035","849","0.141124","402","0.066822","0.207945","0.165289","852.332","1","0","18","19","0.00206584","9/1/2020 00:00:00","27/6/2024 00:00:00","14/12/2023 00:00:00","11/8/2024 00:30:03"
"104","4",,,"531","镜","jìng","蝶|匿蝶|镜姐","99","1","410599397","22941127","1","0.5833",,,"2998","0.166168","3069","0.170103","1571","0.511893","80.3863","1167","0.0885634","1869","0.141838","919","0.491707","64.0234","4165","0.133412","4938","0.158173","2490","0.504253","0.174575","72.2048","984368","63.583","13614","23168",,"80104","22556","0.997744","1138","11546","0.510727","4.8524","3.0032","4.4686","0.849615","526304","66083.6","78519.4","58518.9","23691.7","11665.5","801.654","0.593536","14.432","0.7205","0.2386","6.83226","3192.02","27.8625","7584.79","5.05853","32818","903","0.182868","831","0.168287","0.351154","943","0.190968","829","0.167882","0.35885","0.0165289","870.981","2","5","15","15","0.00512709","31/3/2020 00:00:00","9/5/2024 00:00:00","10/8/2023 00:00:00","11/8/2024 00:30:03"
"107","1","3",,"527","蒙恬","méng_tián","蒙田|mt","99","3","426699497","22919783","1","0.1538",,,"0","0","1132","0.0627425","611","0.539753","39.5361","2","0.00015178","796","0.0604083","423","0.531407","38.671","2","0.0000640635","1928","0.0617573","1034","0.536307","0.0188813","39.1036","463534","47.2533","11909","8349",,"80115","7440","0.924453","1338","3807","0.473037","3.0659","3.2054","4.7256","0.962085","256717","61649.3","87801.4","74692.6","28268.4","9294.81","680.192","0.506887","13.7759","0.7967","0.2744","5.38221","633.214","41.4492","7683.21","18.7396","19096.7","186","0.096473","194","0.100622","0.197095","325","0.168568","163","0.084544","0.253112","0.0413223","844.022","2","2","53","53","0.00342524","2/6/2020 00:00:00",,,"11/8/2024 00:30:03"
"108","4",,,"533","阿古朵","ā_gǔ_duǒ|ā_gǔ_duǒ","球球|阿骨朵|agd","99","2","442136325","22849440","1","0.3333",,,"64","0.00354728","1537","0.0851901","792","0.51529","43.2459","295","0.0223875","1522","0.115504","788","0.51774","51.7863","359","0.0114994","3059","0.0979852","1580","0.516509","0.0332457","47.5161","587204","34.2957","12430","12768",,"80104","10604","0.900705","1136","5925","0.50327","3.9771","2.7476","6.1033","1.00428","428414","69666.4","95153","77667.3","34974.6","10331.1","775.272","0.691454","14.1494","1.3851","0.4613","8.09272","2813.98","22.3282","13272.4","5.46976","50533.7","525","0.171625","298","0.097417","0.269042","458","0.149722","307","0.10036","0.250082","0.0578512","820.493","2","0","35","35","0.0010483","4/8/2020 00:00:00","28/3/2024 00:00:00","26/10/2023 00:00:00","11/8/2024 00:30:03"
"110","1",,,"536","夏洛特","xià_luò_tè","xlt","99","4","454951873","23683749","1","0",,,"0","0","511","0.0283228","272","0.53229","32.279","1","0.0000758898","397","0.0301283","183","0.460957","29.083","1","0.0000320318","908","0.0290849","455","0.501101","0.0138808","30.681","343505","54.9757","11262","4075",,"80115","2899","0.775964","13310","3334","0.892398","2.946","3.5374","4.174","0.903194","317036","60264.3","80728.3","64510.4","21966.4","10015.5","710.035","0.457852","13.8789","0.4449","0.1619","4.29391","775.613","44.8062","3982.84","6.40859","32920.5","75","0.082599","68","0.07489","0.157489","126","0.138767","98","0.10793","0.246696","0.00826446","841.791","0","0","86","89","0.00155965","24/9/2020 00:00:00",,"23/3/2023 00:00:00","11/8/2024 00:30:03"
"112","4",,,"528","澜","lán","鲨鱼|吕蒙","99","3.5","474705708","24036038","1","0.125",,,"3","0.000166279","633","0.0350848","264","0.417062","27.8908","8","0.000607118","749","0.0568415","355","0.473965","35.1424","11","0.00035235","1382","0.0442679","619","0.447902","0.0156285","31.5166","362252","91.7686","11600","6341",,"80104","6129","0.968859","1338","2309","0.365002","5.0333","3.8039","3.657","0.755355","502208","55863.6","81887.2","60147.4","18845.9","11782.6","807.619","0.551477","14.3032","0.4544","0.1505","5.02025","3044.6","30.479","4298.18","3.24096","29048","125","0.090449","164","0.118669","0.209117","171","0.123734","85","0.061505","0.185239","0.00826446","860.703","1","0","91","80","-0.00400411","8/12/2020 00:00:00","25/4/2024 00:00:00","26/12/2023 00:00:00","11/8/2024 00:30:03"
"113","1","3",,"537","司空震","sī_kōng_zhèn","拳王|雷电|雷霆|skz","99","2.5","485513224",,"1","0.3158",,,"5","0.000277131","1675","0.0928389","816","0.487164","42.9606","8","0.000607118","1521","0.115428","780","0.512821","48.8026","13","0.000416413","3196","0.102374","1596","0.499374","0.118439","45.8816","557416","44.1152","12227","14969",,"80110","11701","0.795662","1244","2276","0.154767","3.2381","3.3298","4.7099","0.978567","327500","66957.9","91043.3","70236.7","25471.5","10203.8","728.242","0.515177","13.9643","0.9183","0.3173","5.19824","1017.91","41.8664","8245.15","11.1721","19407.3","342","0.107009","303","0.094806","0.201815","503","0.157384","369","0.115457","0.272841","0","847.952","2","1","39","37","-0.00393555","14/1/2021 00:00:00","25/4/2024 00:00:00",,"11/8/2024 00:30:03"
"115","4",,,"538","云缨","yún_yīng","云嘤|yy","99","3","527555951",,"1","0.5556",,,"2","0.000110852","652","0.0361379","291","0.446319","29.5574","1","0.0000758898","655","0.0497078","335","0.51145","35.5236","3","0.0000960953","1307","0.0418655","626","0.478959","0.0179165","32.5405","380073","29.8586","11731","5244",,"80104","4744","0.98362","1533","4229","0.87684","4.0589","3.0903","5.3703","0.946442","486978","70495.8","81988.1","62044.3","23850.2","10971.6","764.839","0.602541","14.3152","0.6067","0.2066","6.67953","3018.19","24.4843","5595.05","16.1347","18150.9","145","0.110941","134","0.102525","0.213466","179","0.136955","120","0.091813","0.228768","0.0165289","865.27","0","0","77","77","-0.00320493","23/6/2021 00:00:00","25/4/2024 00:00:00","17/8/2023 00:00:00","11/8/2024 00:30:03"
"117","2",,,"540","金蝉","jīn_chán","唐僧|玄奘|三藏|师傅|jc","99","6","566477132",,"1","0",,,"30","0.00166279","162","0.00897905","78","0.481481","26.0777","47","0.00356682","200","0.015178","89","0.445","25.7314","77","0.00246645","362","0.0115955","167","0.461326","0.00879207","25.9046","234929","105.795","9124","1678",,"80115","1349","0.867524","1234","853","0.548553","2.0276","3.4917","8.5138","1.40276","193074","81609.5","51094.5","47148.1","15982.2","8417.31","568.58","0.654229","13.6519","0.0967","0.0359","6.35019","363.514","26.9448","773.975","1.29834","7094.93","22","0.060773","33","0.09116","0.151934","48","0.132597","29","0.08011","0.212707","0","873.505","0","0","117","118","-0.000281303","16/11/2021 00:00:00",,"19/6/2023 00:00:00","11/8/2024 00:30:03"
"118","4",,,"542","暃","fēi","菲","99","2","579741263",,"1","0.5882",,,"46","0.00254961","1566","0.0867975","734","0.46871","41.1137","45","0.00341504","921","0.0698945","448","0.486428","38.7272","91","0.00291489","2487","0.079663","1182","0.475271","0.0145102","39.9204","504914","84.1117","12680","11401",,"80104","11303","0.997969","1134","4267","0.376744","5.2461","3.123","4.4644","0.830559","500618","61075.8","75424.7","56265.1","22073.5","11351.5","789.765","0.619897","14.3329","0.7189","0.2437","7.09403","3143.84","23.4129","6700.38","6.62163","28913.5","353","0.141938","336","0.135103","0.277041","413","0.166064","235","0.094491","0.260555","0","860.599","0","0","48","48","0.00233047","6/1/2022 00:00:00","9/5/2024 00:00:00","3/1/2023 00:00:00","11/8/2024 00:30:03"
"120","5",,,"534","桑启","sāng_qǐ","丧气|sq","99","3","607519741",,"1","0",,,"17","0.000942246","1519","0.0841924","797","0.524687","43.1906","28","0.00212491","1087","0.0824922","538","0.49494","41.5111","45","0.00144143","2606","0.0834748","1335","0.512279","0.0431913","42.3509","513419","44.6207","12200","11735",,"80115","10913","0.970044","1333","941","0.0836444","1.3868","3.0675","10.0123","0.953722","62469.2","48641.2","82883.5","74942.9","30311.4","7317.63","524.794","0.720214","13.2563","0.1351","0.0361","8.25867","273.479","4.29355","1014.61","11.1596","80926.2","181","0.069455","124","0.047583","0.117038","430","0.165004","329","0.126247","0.291251","0.00826446","841.338","0","4","47","47","0.000671593","14/4/2022 00:00:00","28/3/2024 00:00:00","2/4/2024 00:00:00","11/8/2024 00:30:03"
"121","3",,,"548","戈娅","gē_yà|gē_yá","硌牙|戈雅|gy","99","1","623829711",,"1","0.2",,,"27","0.00149651","2717","0.150593","1393","0.512698","55.9406","20","0.0015178","1648","0.125066","850","0.515777","50.9918","47","0.00150549","4365","0.139819","2243","0.51386","0.126675","53.4662","684260",,"12845","20352",,"80110","17422","0.885985","1421","5555","0.282496","4.0121","3.392","6.268","1.22259","393313","88467.9","72755.1","59335.3","21732.7","10764.2","777.532","0.642187","14.0399","1.1867","0.455","6.69313","1124.52","41.8328","11904.3","5.37663","5683.45","562","0.128751","324","0.074227","0.202978","567","0.129897","292","0.066896","0.196793","0.00826446","842.95","0","5","28","27","0.0074033","23/6/2022 00:00:00","11/4/2024 00:00:00",,"11/8/2024 00:30:03"
"122","2",,,"521","海月","hǎi_yuè","海域|hy","99","1","12345",,"1","0.6667",,,"485","0.0268817","2542","0.140893","1297","0.510228","57.0503","281","0.021325","1636","0.124156","848","0.518337","53.4136","766","0.0245363","4178","0.133829","2145","0.513404","0.0907051","55.232","690013",,"12574","20534",,"80115","20174","0.994234","1423","16859","0.830861","3.8729","3.63","4.9978","1.20203","233237","72374","70995.1","64231.4","21620.4","9313.45","664.936","0.580208","13.5866","0.1333","0.0314","5.51935","447.422","39.2279","1154.08","11.112","5254.39","455","0.108904","401","0.095979","0.204883","552","0.132121","263","0.062949","0.195069","0","831.305","0","0","26","26","0.00336124","22/9/2022 00:00:00","27/6/2024 00:00:00","19/3/2024 00:00:00","11/8/2024 00:30:03"
"123","5","4","1","544","赵怀真","zhào_huaí_zhēn","赵怀镇|接化发|太极|zhz","99","5","12345",,"1","0.1111",,,"1","0.0000554262","466","0.0258286","208","0.446352","27.4902","3","0.000227669","412","0.0312666","202","0.490291","30.7963","4","0.000128127","878","0.0281239","410","0.46697","0.019618","29.1433","308890",,"10667","3477",,"80108","719","0.227316","1426","740","0.233955","2.5968","3.4772","6.6344","0.833257","193789","49058.1","105768","89390","31608.4","8784.1","607.872","0.575659","13.6834","0.3827","0.1128","5.71221","705.78","23.9408","3170.87","18.541","17613.1","48","0.05467","80","0.091116","0.145786","121","0.137813","77","0.087699","0.225513","0","868.11","0","0","105","101","-0.000548399","1/1/1999 00:00:00","29/3/2024 00:00:00","17/8/2023 00:00:00","11/8/2024 00:30:03"
"124","3",,,"545","莱西奥","lái_xī_ào","来西澳|lxa","99","3","12345",,"1","0.4286",,,"0","0","478","0.0264937","239","0.5","30.2987","8","0.000607118","534","0.0405252","259","0.485019","32.4319","8","0.000256254","1012","0.0324162","498","0.492095","0.0090378","31.3653","351229",,"11238","4238",,"80115","3725","0.980263","1155","2561","0.673947","4.0316","3.0395","5.5128","1.23132","402700","89987.9","60808.3","51567.6","20838.3","10875.1","765.315","0.601818","14.0158","1.503","0.5326","6.64346","1115.93","41.6472","14639","0.55336","8159.39","107","0.105731","84","0.083004","0.188735","117","0.115613","41","0.040514","0.156126","0","850.542","0","1","85","84","-0.00158846","1/1/1999 00:00:00","27/6/2024 00:00:00","31/8/2023 00:00:00","11/8/2024 00:30:03"
"125","1",,,"564","姬小满","jī_xiǎo_mǎn","基小满|jxm","99","3","12345",,"1","0.2143",,,"5","0.000277131","956","0.0529875","457","0.478033","34.5338","1","0.0000758898","535","0.040601","232","0.433645","29.8119","6","0.000192191","1491","0.0477594","689","0.462106","0.154513","32.1729","385399","0","12038","7712","0","80115","7179","0.932096","1338","5169","0.671124","3.4024","3.2542","3.7773","0.757881","231439","48325.9","81263.9","66639.5","25346.6","9889.15","688.554","0.471756","13.8048","0.3977","0.1368","4.81199","560.995","42.6968","3601.76","19.1013","35356.6","130","0.08719","173","0.11603","0.203219","214","0.143528","161","0.107981","0.251509","0.00826446","858.399","1","0","66","75","0.00340642","1/1/1999 00:00:00","18/4/2024 00:00:00","31/1/2024 00:00:00","11/8/2024 00:30:03"
"126","1",,,"514","亚连","yà_lián","娅连|yl","99","1","12345",,"1","0.4444",,,"448","0.024831","4714","0.261279","2377","0.504243","80.5719","232","0.0176064","3116","0.236473","1587","0.509307","74.9607","680","0.0217816","7830","0.250809","3964","0.506258","0.0540401","77.7663","1012050",,"13033","35476",,"80108","21923","0.637389","1423","3418","0.0993749","3.4511","3.2052","4.2768","0.881149","233062","58830.4","92352.1","76947.9","28825.8","9840.6","668.953","0.488584","13.8879","0.2276","0.0719","5.11401","503.849","42.0619","2089.89","9.52759","16517","586","0.07484","777","0.099234","0.174074","1059","0.135249","714","0.091188","0.226437","0.00826446","872.187","2","3","13","13","0.0048822","16/6/2023 00:00:00","22/2/2024 00:00:00",,"11/8/2024 00:30:03"
"127","5",,,"159","朵莉亚","duǒ_lì_yà","朵利亚|多利亚|dly","99","0.5","12345",,"1","0",,,"14771","0.818701","1856","0.102871","837","0.45097","145.46","11602","0.880474","1006","0.0763451","472","0.469185","148.787","26373","0.844774","2862","0.0916749","1309","0.457372","0.427924","147.124","1969550",,"13491","14146",,"80102","10224","0.756829","1234","3833","0.283737","0.673","2.6394","10.5405","0.735884","144158","36180.8","90499.5","81627.2","37889.6","7350.23","527.052","0.728611","13.2561","0.181","0.0528","9.05933","280.651","8.10377","1416.09","10.8819","67717.1","133","0.046471","121","0.042278","0.088749","436","0.152341","323","0.112858","0.265199","0.00826446","845.512","0","4","3","4","0.00300696","1/1/1999 00:00:00","23/5/2024 00:00:00","16/5/2024 00:00:00","11/8/2024 00:30:03"
"129","2","1",,"563","海诺","hǎi_nuò","海若|hn","99","4","12345",,"1","0.1667",,,"8","0.00044341","483","0.0267709","222","0.459627","28.391","21","0.00159369","543","0.0412082","227","0.418048","29.3432","29","0.000928922","1026","0.0328646","449","0.437622","0.0466036","28.8671","317278",,"11027","4879",,"80110","1952","0.411034","1423","2332","0.491051","1.8928","3.0156","5.385","1.3539","298125","96712.7","113569","99052.3","41204.6","9822.08","677.39","0.503406","13.8645","0.2183","0.0673","5.33504","492.862","45.9454","1788.43","1.40643","30445.8","89","0.086745","129","0.125731","0.212476","146","0.1423","128","0.124756","0.267057","0","868.347","0","2","94","99","-0.001304","1/1/1999 00:00:00","27/6/2024 00:00:00","16/5/2024 00:00:00","11/8/2024 00:30:03"
"130","3",,,"519","敖隐","áo_yǐn","熬隐|龙王|白龙马|ay","99","0.5","12345",,"1","0.7692",,,"12853","0.712393","3029","0.167886","1506","0.497194","147.486","8850","0.671625","1984","0.150565","966","0.486895","138.411","21703","0.695186","5013","0.160575","2472","0.493118","0.339687","142.949","2054030",,"14453","23765",,"80115","22638","0.995339","1138","7224","0.317622","4.1492","2.4008","5.2992","1.15548","364304","85546.8","67036.6","56328.8","28371.4","10758.9","750.99","0.588078","14.0846","1.2593","0.4794","8.05774","988.622","39.8137","11431.4","4.89587","24392.1","666","0.132855","552","0.110114","0.242968","758","0.151207","504","0.100539","0.251745","0.0165289","865.734","2","18","2","3","0.00606871","1/1/1999 00:00:00","28/3/2024 00:00:00",,"11/8/2024 00:30:03"
"131","4","1",,"517","大司命","dà_sī_mìng","dsm","99","1","12345",,"1","0.4286",,,"1441","0.0798692","2853","0.158131","1354","0.474588","65.3393","2137","0.162177","1953","0.148213","919","0.470558","73.4425","3578","0.11461","4806","0.153945","2273","0.47295",,"69.3909","890702",,"12890","21664",,"80104","15734","0.800875","1338","3116","0.158607","5.433","3.3452","3.2127","1.00302","482944","75989","100069","79500.8","30182.4","11186.7","772.913","0.564182","14.2164","0.4942","0.1571","5.86184","2571.8","30.4378","4391.03","6.89721","39451.2","603","0.125468","636","0.132335","0.257803","581","0.120891","263","0.054723","0.175614","0.00826446","858.328","2","11","16","18","-0.00205071","1/1/1999 00:00:00","27/6/2024 00:00:00","23/5/2024 00:00:00","11/8/2024 00:30:03"
"132","1",,,"581","坦元","yuán_liú_zhī_zǐ___tǎn_kè","元流|源流|元流之子\_坦克|新英雄","99","3.5","12345",,"1","0",,,"80","0.0044341","1006","0.0557588","486","0.483101","35.8611","39","0.0029597","673","0.0510738","324","0.481426","34.6561","119","0.00381178","1679","0.0537814","810","0.48243",,"35.2586","403711",,"11518","8665",,"80115","3395","0.401111","1137","1656","0.195652","2.8535","3.427","4.9875","0.841036","273490","52611.3","119446","99465.6","36040.3","9548.58","664.388","0.520655","13.782","0.5968","0.2031","5.17915","1315.58","27.9577","5043.78","19.7171","33727.5","154","0.091721","146","0.086957","0.178678","232","0.138177","213","0.126861","0.265039","0.190083","852.414","0","1","58","70","0.00109475","1/1/1999 00:00:00",,,"11/8/2024 06:50:07"
"133","2",,,"582","法元","yuán_liú_zhī_zǐ___fǎ_shī","元流|源流|元流之子\_法师|新英雄","99","1.5","12345",,"1","0.1818",,,"413","0.022891","2528","0.140117","1214","0.480222","54.896","284","0.0215527","1469","0.111482","747","0.508509","50.416","697","0.0223261","3997","0.128031","1961","0.490618",,"52.656","671311",,"12783","18902",,"80115","18274","0.989871","1231","3859","0.209035","3.605","3.1181","6.0043","1.38594","246738","87057.9","52905.3","46831.9","17979.7","9551.19","668.219","0.629467","13.6838","0.2287","0.0598","6.64853","536.212","36.5249","2022.89","11.6225","12707.1","461","0.115337","566","0.141606","0.256943","608","0.152114","293","0.073305","0.225419","0.31405","846.627","2","0","29","29","0.00590699","1/1/1999 00:00:00",,,"11/8/2024 06:50:07"
"134","5",,,"577","少司缘","shào_sī_yuán","缘神","99","10","12345",,"1","0","7","新英雄",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","1/1/1999 00:00:00",,,"11/8/2024 06:50:16"
